ukrainian,definition
роззлостити,"to make angry, to provoke; to irritate"
роззувати,to take off; to unshoe; to shoe off
роззути,to take off footwear
роззутися,take off one's
роззухвалюватися,to grow impudent a. insolent
роззява,gaper
роззявляти,to gape; to stare with mouth open
розиусгити,to spread out; to expand
розібрати,"discuss sth with sb , talk sth over with sb"
розібратися,get sth straight
розігнати,"scatter, disperse sb/sth"
розіграти,draw sth
розіграш,practical joke
розігрів,warming up; heating; preheating
розігріватися,to reheat; to warm up
розігріти,warm up sth
розігрітися,"heat up, warm up"
роз'ідати,to tear apart; to rend
роз'іжджатися,diverge; disperse (v.)
розізлити,"anger sb , make sb angry"
розізлитися,"get angry, get annoyed"
розіитися,get around
розікрасти,to steal gradually or over time
розіллятии,"spilt, spilled, shed"
розімʼяти,knead
розімʼятися,"limber up, warm up"
розіп'ятии,crucify (v.)
розірвании,"broken, torn"
розірвання,termination of a contract
розірвати,terminate the contract
розірватися,tear
розіслании,sent; distributed
розіслати,send sth to sb
розітнути,dissect sth
розказати,I'll let you in on a secret.
розказувати,tell sb
розкарячувати,to spread one's legs apart; to straddle
розкачати,roll out
розкачувати,roll sth
розкаюватися,to repent (of)
розкаяння,"repentance, contrition"
розкаятися,"regret sth , repent of sth"
розквартирувати,"billet sb swh , quarter sb swh"
розкватирувати,"to quarter, to billet (in quarters or lodging); also related to blossoming or flowering time (obsolete)"
розкватируватся,"to become unrestrained, to loosen up"
розквіт,in one's prime
розквітлии,bloomed; blossomed; flourishing
розквітнути,"(come into) bloom, blossom, open"
розкидании,"scattered, strewn; scattered (around)"
розкидати,"scatter, strew, disarrange, mess up sth"
розкинути,spread
розкіл,"division, rift"
розкіш,luxury
розкішнии,"luxurious, luxury, sumptuous, opulent, pompous"
розкішник,"pleasure seeker, hedonist"
розкішно,"marvellously, (AmE)"
розклад,flight schedule
розкладання,decomposition
розкладатися,decompose
розкладнии,"folding, collapsible, foldable"
розкласти,to spread out; to unfold; to lay out
розкластися,disintegrate
розклеіти,"open, unseal"
розкол,secession
розколоти,"split, cleave sth"
розколотися,crack; split (up)
розкопати,to excavate; to dig up
розкопки,"excavations, excavation site"
розкорінюватися,uproot (v.)
розкорковувати,to uncork
розкохании,"in love; enamoured; smitten; infatuated (stronger, madly in love)"
розкочуватися,roll (about)
розкошувати,lounge (around)
розкрадання,"embezzlement, misappropriation, defalcation, peculation"
розкрадати,"loot, plunder"
розкрачувати,to put one's legs apart
розкраювати,"to cut in pieces, to cut (a. carve) up"
розкриватися,to open up; to unfold; to reveal
розкрити,"uncover, reveal sth"
розкритикувати,criticize
розкритися,open (up)
розкриття,disclosure of sth
розкричатися,"shout, yell at sb"
розкришити,crumble sth
розкріпачувати,to emancipate
розкрутити,"launch, start"
розкручувати,spin; promote; wind (v.)
розкуиовджении,disheveled; to unsaddle; to unload (pack animals)
розкуиовдити,to ruffle something; to disturb or unsettle
розкупити,buy up
розкуповувати,buy out (v.)
розкусити,bite sth in two
розкутии,easy-going; laid-back; relaxed
розкушувати,taste; sample (v.)
розлад,"disagreement, discord"
розладнании,disorder; disruption
розладнати,"foil, thwart, frustrate, baffle sth"
розладовувати,to upset; to disturb; to discompose
розлазитися,split apart; come apart (v.)
розламании,broken
розламати,break sth
розламатися,break
розламувати,to break to pieces
розледащілии,indolent; lazy (adj.)
розлетітися,"fly in all directions, disperse"
розлив,spill
розливати,bottle sth
розливнии,(on) draught
розлити,spill sth
розлитися,spill
розліпити,"open, unseal"
розлогии,expansive; spreading; luxuriant
розлом,"fracture, break; geological fault"
розлука,break-up
розлучении,divorce; separation
розлучення,file for divorce
розлучитися,get divorced from sb
розлюбити,cease to like sb
розлютити,"anger sb , make sb angry, infuriate, enrage, incense sb"
розлютитися,"fly into a rage, get furious"
розлючении,"sore at sb , furious, enraged, infuriated"
розлягатися,to sprawl out; to lie down comfortably
розмазати,smudge sth
розмалювати,colour
розмарин,rosemary
розмастити,spread sth on sth
розмах,"span; wingspan, wing span"
розмахнутися,to swing; to fling oneself
розмахувати,"to wave or swing something, especially a weapon, in the air"
розмахуватися,to wave about; to gesticulate energetically
розмежовувати,differentiate
розмелении,ground; milled (adj.)
розмерзатися,"to thaw (off), to melt off"
розмерзнути,"thaw, defrost"
розмиватиіо,to wash away; to encroach upon
розминати,"to crush, to bruise, to squash"
розминатся,to warm up; to stretch (before exercise)
розминка,warm-up (exercise)
розмитии,"blurry, blurred, fuzzy"
розмитнення,(customs) clearance
розмитнити,"clear (through the customs), declare; (Do you have) anything to declare?"
розмінування,"demining, mine clearance"
розмінювати,"break, change sth"
розміняти,"exchange, trade sth for sth"
розмір,dimension
розмірении,calm; composed; sedate
розмірковувати,think about sth
розмірно,npc in proportion; comparatively (speaking)
розмістити,accommodate sth
