ukrainian,definition
любииість,"(-ности) ж population; inhabitants,реоріемк людоїд (-да) ч maneater, cannibal, нш/к. anthropophagist"
любииство,"(-ва) с cannibalism, наук, anthropophagy людство (-ва) с mankind люд ський human"
любииськість,"(-ости) ж human nature а. form людян ий humane; affable,"
любисток,lovage
любитель,nature lover
любителька,(female) lover
любительськии,amateur
любити,love sb/sth; like to do sth
люблячии,"loving, affectionate, fond"
любов,love
любовнии,"love, amorous"
любощі,"caressing, fondling, petting"
любуватися,"feast one's eyes on sth , enjoy sth"
любʼязнии,"kind, obliging, accommodating"
любʼязно,kindly
людеи,the greater part (а. the
люди,"people, humans; socialize, (BrE); It is said…; People say…"
людина,"man, human, human being; outsider; prehistoric man; senior"
люднии,"frequented, populous"
людожер,"cannibal, man-eater"
людоід,"cannibal, man-eater"
людоідство,cannibalism
людство,"mankind, humankind, humanity"
людськии,human; human dignity
людськість,humanity
людяність,humanity
людяно,humanely
люк,sunroof
люка,"familiar; genial, kind ; (-ки) ж gap"
люкість,(-ности) otc humaneness
люкс,luxury
Люксембург,Luxembourg
люксембургськии,Luxembourg
люксембуржець,Luxembourger
люксембуржка,Luxembourger
люксовии,"luxurious, luxury"
люксус,"(-су) ч luxury, sumpluousness, extravagance! ~ о́вий luxurious (hush-a-by!"
люлька,cradle
люпа,"(-пи) ж magnifying glass, pocket lens; огляда́ти крізь люпу to examine under a magnifying glass"
люпин,"lupin, (AmE)"
люстра,chandelier
люстрація,"screening, (BrE)"
люстро,"(-а) с looking-glass, mirror, фіз., мед. catopter, speculum; огляда́ти себе́ в ~і to look at о. s. in the glass"
люструвати,"to inspect, to examine; to control, to check"
лютеранин,Lutheran
лютии,February | furious
лютість,"(-ости) ж (лють) rage, fury; cruelty, ferocity"
лютня,lute
лютувати,"(be on the) rampage, run riot, rage"
лють,"anger, rage, fury, wrath"
люфт,play
люцерна,"alfalfa, (BrE)"
люципер,"(-а) ч Lucifer, Satan"
люцифер,Lucifer
люшня,(-ні) ж stud-stave
лябіринт,"(а) ч labyrinth, maze"
лявіна,(-ни) ж avalanche
лявк,(-ви) ж lava
лягати,"to lie down, to go"
лягти,get down
ляґуна,(-ни) ж lagoon [to bed
ляда,(-и) ж (крамничний стіл) counter
ляитмотив,(-а) ч leitmotif
ляікськии,"Lappish, Lappic, of Lapland Лянля́ндія (ії) ж Lapland ля́рва (-ви) ж (комахи) larva, grub; наук, eruca"
ляк,"scare, fright"
лякати,The place is haunted
лякатися,"get frightened, be startled"
лялечка,pupa
лялька,"doll, dolly; puppet; dummy"
лялькар,puppeteer
лямка,"(carrying) strap, sling"
лямпас,"(-у) ч selvage, selvedge; list, listing"
лямпіон,( а) ч Chinese lantern
лямпу,to trim a lamp; ко́ні:
лямувати,line sth
ляпас,slap (in the face)
ляпка,"blotch, blot"
ляпсус,(-а) ч slip of the tongue
лярва,hooker
ляскіт,crack
ляскітати,(батого́м) to crack (а. smack) one's whip
ляснути,"slap, smack sb"
лятрипа,(-ни) ж latrine
лячнии,"anxious, uneasy"
лящ,"bream; sea bream, seabream"
мабуть,"maybe, perhaps, apparently, seemingly, probably; possibly"
мавзолеи,mausoleum
мавпа,monkey; (anthropoid)/great ape
мавпувати,to apQ a p.
мавпячии,simian
мавр,Moor
Маврикіи,Mauritius
маврикіиськии,Mauritian
Мавританія,Mauritania
мавританськии,Mauritanian
маврськии,Moorish
маг,"magician, magus"
магазин,grocer
магазино,к (-ка) ч (-кріса) magazine
магазинува,"́ти to warehouse, to store"
магараджа,maharaja
магістр,Master of sth
магістраль,arterial road
магістральнии,motorway
магістриня,(female) Master
магічнии,"magic, magical"
магія,magic
магма,magma
магнат,"tycoon, mogul, magnate"
магнезит,magnesite
магнеІзіи,(-ію) ч magnesium (Mg)
магнет,(-ту) ч magnet
магнетизм,magnetism
магнетичнии,magnetic
магніи,magnesium
магніт,magnet
магнітнии,magnetic; magnetic field
магнітола,radio cassette (player)
магнітофон,tape recorder
магнолія,magnolia
магометанин,"(-на) ч, ~ к а (-ки) otc Mohammedan"
магометанинство,(-ва) с Mohammedanism; Islamism
магометанинськии,Mohammedan
маґель,(-ґлн) ч mangle
маґільниця,(-ці) ж mangling board
маґістер,(-тра) ч master мазь
маґістраля,"(-лі) ж main Une, trunk-line"
маґістрат,(-ту) ч municipal (а. town) council а. authorities мн
маґлювати,to mangle
маґнат,(-а) ч magnate; peer
Мадагаскар,Madagascar
мадагаскарськии,Madagascan
мадера,(-ри) ж Madeira wine
Мадонна,Madonna
мадяр,"(-pa) ч, ~ к а (-ки) ж Hungarian"
мадярськии,Hungarian
маестро,maestro
маєстат,(-ту) ч majesty
маєток,manor
мажор,major (scale)
мажоретка,majorette
мажоритарнии,majority
мажорнии,major
мазанина,daub
мазати,"to smear; (товще́м) I о grease; (оливою, олі́єм) to oil, to lubricate; (тиром) to tar; (хліб маслом) to spread butter on bread, to spread bread and butter, to butter; to paint; to colour; на біло to paint white"
мазниця,"( ці) otc slush-barrel a. -tub ; (ці) ж grease box, oll-box"
мазок,stroke
мазохізм,masochism
мазохіст,masochist
мазохістка,(female) masochist
мазут,"mazut, heavy fuel/heating oil"
мазь,ointment; apply the ointment
маи,« травень ; (ма́ю) ч (зе́лень) verdure
маибутнє,future; in the future
маибутніи,future
маибутніиість,"(-ности) ж, ~ е (-нього) с future, future time; на ~ for the future; (від тепе́р) henceforth; в ~ ьому in the future, in times to come"
маибутність,future
маидан,(-ну) ч courtyard
маиданчик,small square
маиже,"almost, nearly"
маижне,можливо next to impossible [ded person
маика,T-shirt; (BrE)
маикутник,"(-ка) ч left hanмайно́ (-на́) c property, goods мн, possession, fortune; нерухо́ме ~ real estate"
маина,hill mynah
маино,immovable property
маиновии,"(of) property, proprietary, (of) property (rights)"
маинути,flash past/by
маиоліка,"majolica, maiolica"
маионез,mayo
маиор,major
маиоран,marjoram
маиоріти,"fly, wave"
маистер,"bell founder, bellfounder"
маистер-клас,masterclass
маистернии,"skilful, (AmE)"
маистерність,excellence
маистерно,masterfully; expertly
маистерня,"workshop, shop; glazier's (shop); locksmith's (shop); repair shop"
маистерство,(-ва) с (handi)craft
маистриня,mistress of sth
маиструвати,do (some) DIY
маиструватичнии,metaphysical/
маівка,(-ки) ж May-day
маі'ти,to clothe in foliage
маіти,to adorn with verdure
мак,"corn poppy, field poppy"
макадам,macadam
макака,macaque
макарон,(-ну) чтасагопі;(тонкий італійський) vermicelli
макарони,macaroni
маке,"(а. light) a fire |ger ; a good bargain ; use of, to utilize ; fun of, to laugh at ; good; to ground ; to exhibit; театр, to ; clear ; (а. create) a sensation, ; it out; вірші: to recite;"
македонецськии,Macedonian
македонець,Macedonian
Македонія,Macedonia
македонка,Macedonian
македонськии,Macedonian
макет,"model, dummy"
маківка,poppy head
маківник,(-ка́) ч poppy-cake
макітра,noodle
макіяж,"make-up, maquillage; make-up"
маклер,broker
макробіотика,macrobiotics
макробіотичнии,macrobiotic
макроекономіка,macroeconomics
макромолекула,macromolecule
макроскопічнии,macroscopic
макрофотографія,macro
максима,maxim
максималіст,maximalist
максималістка,(female) maximalist
максимальнии,maximum
максимально,"at (the) most, at the maximum; do one's"
максимізувати,"maximize, (BrE)"
максимум,maximum
максі-спідниця,maxi skirt
макулатура,scrap/waste paper
макулятура,(-ри) ж waste-рарег; обр. (безва́ртісна книжка) worthless old book
макух,"(-ха́) ч, ~ а (-хи) ж oilcake; (для худо́би) linseed-cake"
Малаві,Malawi
малавіиськии,Malawian
малаєць,Malaysian
Малаизія,Malaysia
малаика,Malaysian
малаиськии,Malaysian; Malay
маламут,malamute
Маланка,"(-ки) ж (навечір'я малолітній Ново́го Ро́ку) New Years Eve мале́нький minute, tiny (ро́стом) diminutive ма́леч (-чі) ж зб. little one's; щ. litlle steps, little children мал ий little, small; (низький ро́стом) short;(He3Ha4HNFI)petty, trilling; ~ ~ і грубий dumpy щ. podgy"
Маланкість,"(ости) ж pusillanimity, despondency, faint-hear tedness малозна́чний insignificant; unimportant [bore малокалібро́вий (of) small малокро́вн ий о і poor blood» bloodless, наук, anaemic ; (-ости) ж poorness (а. deficiency) of blood, наук, anaemia малолі́тні й (нижче 21 p.) under age; імен, minor; правил nfant"
Маланкність,"(-ости) ж insignificance, paltriness малова́ртн ий of low (а. inferior) value маловживаний little used малоду́шн ий pusillanimous faint-hearted"
малахіт,malachite
маленькии,"small, little"
малесенькии,bitty
малии,"small, little"
малина,raspberry
Малі,Mali
маліиськии,Malian
мало,"few, little; hardly anything; hardly any, hardly anybody; hardly anywhere; nearly, almost; too little; I have (too) little money."
